benchmark,YalSAT-DDFW,TaSSAT-LiWeT,UBCSAT-DDFW,YalSAT-prob 
fff3f8c76467cdf9d92689969fd94281-mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0f4576a6e7399336e11f0828d32263dd-3col100_5_1.shuffled.cnf.xz,0.47,0.09,0.49,0.07
8f952d8627df5e67bbdd015817ef09c2-g2-T50.2.0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1890f49a43a94b97828528b68c32b78e-homer11.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
25cfa39c61494e9e793f6c6a9ec44be3-puzzle51_unsat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a70277f7db7619c999d128250b9bc4fa-IsoLator-6-24.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4c045961d27afb9fda0ea6b8890faf3e-mp1-Nb5T06.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2b9793f3e830c87d87d1a4a0e46e823f-rand_net60-25-10.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
452e25912539651a054def8e32cd4888-bart12.shuffled.cnf.xz,0,0,0,0
085792654d945c1de700245916f2c7f6-tseitingrid5x185_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
34b2d0a7df10b23d9929f2bede05769d-12pipe_bug3_q0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d9f5fe87dfb9d09fab79247f1a5b4e38-ps_200_306_70.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
23b8cfd9fde410f79db4e8ef6b62f396-php-020-020.shuffled-as.sat05-1162.cnf.xz,0,0,0,0
2da6cd2db1412abbf001b66cfa91e92f-phnf-size10-exclusive-equilarge_m2.used-as.sat04-899.shuffled-as.sat05-4185.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
089456508f74be2d96f4112cc495f80a-Eternity-10-06_c18.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7a044c997ede14d00002f1db39d45170-sum_of_3_cubes_37_bits_87.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
24ea04bb401629158b0972463c61eed4-170104584.cnf.xz,8.14,8.5,22.82,543.85
81e3136a3eee419eb490444b727c3131-test_v7_r17_vr5_c1_s2807.smt2-stp212.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7c28cf60f47f359a5c019349bb14f659-mrpp_6x6#12_16.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4880fd0e43666e9b5f45741a8483efaa-gensys-brn001.shuffled-as.sat05-3934.cnf.xz,0.48,0.23,0.91,2071.58
8bd7bf2e9e8ba7a952fe7be1280ddc17-Mat26.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
45c29ed9f56511fb8800e91fca228740-a_rphp085_04.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
715e63fe287daf50c04c9ef51e88cad1-mrpp_4x4#6_5.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
13e816eedfe63394f2f4e76fa1c6f5b0-ecgrid6x210_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a47bac6abe63cd6e5252b8b63c747b40-strips-gripper-14t26.shuffled-as.sat05-1152.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8248f047ce1ef747178d632789ce46a0-mp1-Nb7T43.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,101.8
44d073f9595fd351bdd3062168459b05-gus-md5-04.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8c200ea0a3ec996fd8425296367539e5-simon-mixed-s02bis-05.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1b8c45c42a818db8f62bcbfd6f52c881-sp5-21-15-bin-stri-tree-noid.cnf.xz,66.17,1838.84,20.51,18.69
5aacd7fd4850b3712de14275906f1e29-289-sat-4x8.cnf.xz,0,0,0,0
9812144bbdf25e6c06e78db75a9bee82-ibm-2002-22r-k75.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6cf6cd0a2880a940056886672270cd8b-urquhart3_25.shuffled-as.sat03-1553.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0e5a211e7c3d52b6cbede3fef45f4f3a-4pipe_4_ooo.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b76b9699c2deb74dd9b4a99a05179acd-hitag2-8-60-0-0xdcdbc8bf368ee73-37.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a71fe1b5bc18620f3e417a88fac867b3-g2-hwmcc15deep-beembkry8b1-k45.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6d2cfb721445205e78822a616be3bfaf-SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
945ed484e239cf2fe75d63ea5c637972-c10id.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
20262e9643d524e66cd542e9ba1a4a20-zfcp_sat_bench_2_8.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
97b82b49220276943011281b8c8536e9-iso-icl007.shuffled-as.sat05-3241.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5cae5c0629ce1c724746af890410cfc1-jkkk-one-one-11-38-sat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4a27ec0da2071786d8528b4ed5b1108d-sted1_0x1e3-100.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
462b3a8b23baa97668ddb920a749a06e-40bits_10.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
dd5a1f73645012be3107b5309582db64-em_9_3_5_exp.cnf.xz,2679.38,1183.75,0.69,1151.35
f34ea9f8a83771938e7abf2eb9daf6d9-velev-pipe-oun-1.1-05.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b5d9a62d4b2f44b9eb3f6b3e48083ef4-baseballcover14with25_and2positions.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e34210fbbbd0fdf9758faba9ecc478d6-ecgrid6x205_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9a2b7e7439dfd80e17a4bf26124bd0e5-hanoi4.shuffled-as.sat03-398.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
13a4db7331b370f0e4d8df55dc2a7098-tseitingrid7x135_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
42a8e6f6bd74402cc376ae6ac2a31ff4-srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
83288b30ce2ae4cec29caa482d1ed820-crafted_n10_d6_c4_num4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0241f35c5752768d2b0580533d143a14-53-131587.cnf.xz,TIMEOUT,535.59,TIMEOUT,TIMEOUT
1a6a635f5b959e191ec705b2f236568a-square.2.0.i.smt2-cvc4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3788e0f940abc1a2e23df17bb27ad734-gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4d55dd6f81546cf5f6a2b839cc81d8be-SGI_30_80_20_90_10-dir.shuffled-as.sat03-195.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b23641f4f00a73ab9afe83e7f939a49d-EDP3-15000.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
07b476c83150d3cb7e08f5d045e255ab-marg5x5.shuffled-as.sat03-1455.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c5228787ee24d25f8439cbd5348ac855-SGI_30_60_28_40_10-dir.shuffled-as.sat03-122.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5870c16f10356ce392aed8ef91f078e6-ccp-s10-facto3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7df66894fe6fbd7e6416faaadb50ba73-sted5_0x24204-60.cnf.xz,TIMEOUT,TIMEOUT,791.56,TIMEOUT
bc6247d3bbeda28c1c71568297c6ea6a-cnf-r4-b3-k1.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d73f54bc2d70e967dfaf2084c2325ae3-SGI_30_70_27_50_3-log.shuffled-as.sat03-170.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9779070f0b95a09b54bfc97aa7f41d6a-minandmaxor016.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d4a914e3e257179e39ec493a7d7b1140-ktf_TF-4.tf_4_0.06_52.cnf.xz,TIMEOUT,532.98,TIMEOUT,TIMEOUT
f1faa9544e8814bb4060c524288aa7a2-VanDerWaerden_pd_2-3-20_379.cnf.xz,14.51,7.61,2.04,18.36
0b8d274c5bf66683cbdd1238771b31f5-queen8-8-9.cnf.xz,3.36,0.23,0.5,1.16
8682ee8df9efc9913a04040511196352-modgen-n200-m90860q08c40-15163.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c11048ce0934980ee0ee8a3584010b96-eq.atree.braun.13.unsat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3216f24958e80db7551af00f5230c362-rbsat-v760c43649gyes4.cnf.xz,TIMEOUT,147.87,347.09,8.78
71270454196ae092b28d0a74300a85e1-Schur_161_5_d40.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a8dc2014744b9ead6976fd6d8de2b2ec-c6288.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e90a69fccafffc449c269a293dc6baaa-sted1_0x24204-350.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
57c60012c1739a938c9c73b08bacb7f3-C250_FW.cnf.mis-138.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
82b522463b5690e804a770b31426ab26-fsf-300-354-2-2-3-2.57.opt.cnf.xz,131.62,6.23,55.96,183.76
22fdbcb094a1c1b513b8fd90e9b50f65-mp1-squ_any_s09x07_c27_sinz_UNS.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0a501c751f0483da0e9266753659ed6c-ctl_4291_567_5_unsat_pre.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1bb9fe12b4fb50e98903ee87a51d6472-goldb-heqc-k2mul.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
df12a2b01f5bf76a1d4b851e6f373e72-UTI-10-10p1.cnf.xz,TIMEOUT,55.36,3978.32,TIMEOUT
2c89f1892c05c52d968039be0d544b02-shift1add.17976.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5aea835073f0900d0015ae8f9eed9063-blocks-blocks-37-1.150-SAT.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
efc0a77b8cddd9041d3073a5c83298f0-full-cy-caa.rules.7-7.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,4606.87
047c92e7c0a36a23d8107f4313517719-rubikcube701-sc2017.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e7efa5b7f4a6358f6b4af4051938fe2c-a_rphp055_04.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1ac3aaccb392d349f2982f2bda21fb5a-bart15.shuffled.cnf.xz,0,0,0,0
2f7b383673350dcca7454964a5cdfc20-bob12s04.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e7548c1f12527569991b55500f6633cb-tseitingrid7x125_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
49c45e5d3851a6c13bed134beeea27dd-iso-ukn006.shuffled-as.sat05-3387.cnf.xz,TIMEOUT,0.01,TIMEOUT,0.14
772769f39aa2dc207054a2713672a743-battleship-10-19-sat.cnf.xz,0,0,0,0
7b430dc4761000c3404b608fd5b1123e-6g_6color_366_040_04.cnf.xz,2911.4,1788.86,21.59,TIMEOUT
843f25e2c4d57e7eeaf5117c3121ab2f-rovers5_ks99i.renamed-as.sat05-3974.cnf.xz,0.1,0.04,0.1,0.48
592b72e471d49ce231aaa87c254c6082-qwh.60.1620.shuffled-as.sat03-1657.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,1.19
169e8bcebaebcbb9ff2ba8233fea0dd3-gripper14u.shuffled-as.sat03-397.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
324b2441c6f1fa9d5f3cf3a4c8447fc7-SC21_Timetable_C_512_E_66_Cl_34_S_35.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8e563124a89cad469ee16552bb48d114-srhd-sgi-m42-q663-n40-p15-s72490337.cnf.xz,1426.88,17.6,1425.06,TIMEOUT
349cff3574497aa669880733c50dd640-c8n_i.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
623f4b4e4b482033a3beeaea2410f486-rphp4_145_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5677e2c2ebca84a13922664f84b363a3-ad-A-3-7-17.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d7f01fd4d5f9815dd64c39be8c39ad29-clauses-2.shuffled-as.sat05-1966.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3b6309f6b25a5dc77d67d8cee21200f9-g2-T55.2.0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b3f22158b6a1ed42895118979f33da2b-rsdecoder6.dimacs.filtered.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f0cb91c919d0ce36728d99b3660ae1ae-mp1-blockpuzzle_9x9_s4_free3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
85c13fd867bfe325b4c157c6f41816b1-rbsat-v2640c305320gyes3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a8b6af92314b321b3614ded2da24b2dd-ecarev-110-4099-22-30-4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9dd246543ae101f829b5cfc226473675-vlsat2_29736_3780419.dimacs.cnf.xz,TIMEOUT,194.1,TIMEOUT,TIMEOUT
376a4163ef38afc5ba90bc3779b4d6ad-bob12s06-sc2013.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a1e216cb19bc64a073cf423340f42f69-atco_enc2_opt2_20_11.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ea675286ae5f4a5a7c4baf4e43e778a8-arcfour_initialPermutation_6_64.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6d9e8290f09c0784324a09aa29a60126-prime2209-94.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
90250f075def3fde334eddb265c42552-fdmus_b14_134.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
df65fa730c6c5c91027c159279f357c1-Ptn-7824-b07.cnf.xz,1.75,3.11,11.52,TIMEOUT
fac801ac0f1b89bfc32bcaf31502373e-iso-ukn005.shuffled-as.sat05-3628.cnf.xz,0.27,0.01,TIMEOUT,0.51
1717ecb490563208071b191dd0b1775c-fclqcolor-16-11-14.shuffled-as.sat05-1285.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
24bf910d2b9da558fb3e71a4dbe79ba3-lisa19_99_a.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
13fb8738ace496c668131aaa70d26613-jkkk-random-132906006427000-10-10-36-SUM-sat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
68cd50e5bfe00ca94867aa0dcf44055c-satch2ways15wu.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4a423d08d748970f1d6b965a8f4c7a61-barman-pfile09-036.sas.cr.33.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c2f6dd479665edbb1d1e4bbec521011d-Mat25.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a4668ba4a49a69d63f819f5fc1ca419e-een-pico-prop00-75.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
33db141b5b8edd53ade4a4042a655be5-mod2c-rand3bip-sat-210-2.shuffled-as.sat05-2474.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
660e068a3f4562f70c8accaea79ce6db-mp1-rubikcube031.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
20591b26327456307f9df4a314566d9b-ferry9_v01a.renamed-as.sat05-4009.cnf.xz,0.02,0.04,0.08,6.21
cac3197a79f7b0166f8a22367b86c02a-sp5-21-15-una-nons-tree-noid.cnf.xz,55.95,TIMEOUT,172.78,1013.16
f65e81263293d4f04b04b9ba1692d297-equilarge_m5.used-as.sat04-902.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0c3f1f7994db2452d505333684d3ccd7-frb53-24-2.used-as.sat04-888.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,3455.92
81786d9fbc1d82950215fb4399c3fa8d-48bits_11.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6620edff4693c155a76e3cfa33c51367-f8idw.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
90d2c6c480c80c39d0e8005bd405ecd4-fphp-010-009.shuffled-as.sat05-1227.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b858c5104452b955007fc0e29f8f1187-sgen1-unsat-109-100.cnf.mis-81.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
71659580721582507b1903ad9866b36a-Ptn-7824-b01.cnf.xz,180.98,11.99,267.43,TIMEOUT
37128aedf88da04a392fd714c675256d-mod4block_2vars_8gates_u2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
abd7c7aeca310a2ce7ab471049890dc2-6s12.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d51594ca1acfffde2632017335900b50-LABS_n066_goal005-sc2013.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f09e72da384f190c012e8a13cf2d2e37-mod3block_3vars_9gates_restr.cnf.xz,1403.38,118.42,TIMEOUT,31.45
ff5170c690129f8c94658e82b6aab05c-Urquhart-s5-b4.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2a84c7af7db5cc805e1caa02a0178113-satellite3_v01i.shuffled-as.sat05-4057.cnf.xz,0.22,0.1,0.13,0.04
9a910a91c04c8626904f860e09aa74a3-mp1-klieber2017s-2000-022-eq.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
04b2a7f442ed1b15439d0678ce902d6f-f2clk_40.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4ae5b73aaa93bfd905218106eb4ca28a-hcp_d24_24.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
94b6f054a2e8282bbb968a04be8a2868-php-035-035.shuffled-as.sat05-1165.cnf.xz,0.01,0.01,0.01,0.01
03b75ba4f3a1bdcc58c89e6846eecaab-x2_128.shuffled-as.sat03-1598.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f12494e0d35f59381afa1924004d7b43-hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1b72d2cd3e978b7ad976b6f1d2174dd4-edges-070-3-10062999-36.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9ec5d6c07a98148112d87969f2668864-palac-sn7-ipc5-h16.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3728fe50d8038c639c2d9c84e04fe2b1-46bits_11.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ed1b90df3629a3bba4146575258850f0-c6ni_i.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
07d20a83feca9295e862a7d583da5971-UTI-20-10t1.cnf.xz,376.86,64.15,TIMEOUT,TIMEOUT
430cdf78dce62688bcffb74f9108f98b-rpoc_xits_12_UNKNOWN.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4cd648e90a68f7a84abcf62d2bbef6a8-fsf-300-354-2-2-3-2.44.opt.cnf.xz,86.28,6.36,81.08,27.93
497740800307a81fbbf22b2911535472-avg-checker-4-23.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b5247278fe70f2a5ec06822a78bce5f0-Steiner-243-45-bce.cnf.xz,TIMEOUT,43.24,TIMEOUT,3.08
88b931af599878e153319a7908e6f603-crafted_n10_d6_c2_num13.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
16b0810ba492f30a39fbd46ece608cf2-mod2-rand3bip-unsat-105-1.shuffled-as.sat05-2609.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e84c7a79ff498abc627acf82bb5d003a-too_large_gr_rcs_w8.shuffled.cnf.xz,0.06,0.06,0.04,0.02
2e29192bee7f468c3c6e1b7088829575-preimage_80r_493m_160h_seed_457.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
83ecc728055edd18daa4ac770b963b6d-UR-15-10p1.cnf.xz,TIMEOUT,126.42,TIMEOUT,TIMEOUT
fa0175f35ea807634f7de0e19dbf9e76-rand_net70-25-5.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3c1252e11adea78ca57afd0f9ed8f8fe-vlsat2_34161_4607712.dimacs.cnf.xz,TIMEOUT,2422.78,TIMEOUT,TIMEOUT
27f320fde33a42bacfa90b288b2e2ade-sted1_0x24204-380.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
08a25022c4136f2ceb36db62ce3503bb-c6bi_i.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2851f5ffc9707f963807841a1ebcd839-hid-uns-enc-6-1-0-0-0-0-31380.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
83ce5fddac3998960d4d95b590389f65-IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ebde98c7728ddf1472b0ea5ab42c87eb-bob12s06.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4c5d4cce5ac439c0540b76bbf3e9b44c-blocks-blocks-36-0.130-NOTKNOWN.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2925ee90763e08b2f7e79c7c713c86b9-at-least-two-ibm-2004-23-k100.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
cade7e3af457911e560b839a0fbe9b38-CNP-5-700.cnf.xz,5.73,5.75,2.23,1.42
9bfd68f47251ccd0b8a39ff5efcd52e5-sted5_0x1e3-60.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7c0296e111436f76c122df0d9cc07696-Urquhart-s3-b9.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
31c4aacd83bfd2aa7a9762a5b463b992-MVD_ADS_S11_7_7.cnf.xz,0.41,0.44,0.69,0.43
fb5230d55831a937b719dbce3328455c-gensys-ukn007.shuffled-as.sat05-3847.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
be799bc2fa43e6b1b4fefae4ef76bf19-factoring39916801x54018521.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1d485cd178c4f2d8b6838b85e7905522-shift1add.22961.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
214a609d6a70d397010c27e42a2463fe-sss-sat-1.shuffled.cnf.xz,21.32,3.3,121.19,899.56
4adc1e755caaabac57763acbabbc628d-urqh3x3.shuffled-as.sat03-1476.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
01bc4d75a43a8293132d0be627341207-E04F19.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4279643a5f8d65f0c864d7919346d211-uts-l06-ipc5-h33-unknown.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6d7c0deeffe06978367a90a10f608d59-SGI_30_60_28_30_1-dir.shuffled-as.sat05-438.cnf.xz,TIMEOUT,4232.98,3737.34,482.63
4666906deb05406c0ecc18de81673d76-EDP3-70000.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1a7a8aa061e82b717e9016a4f924e105-crn_11_100_s.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
254b88de91fa4e3e0bff1df62eb7f4dc-Ptn-7824-b14.cnf.xz,0.54,0.44,1.03,18.12
23440a591245328b42455fa0b8714ffd-g2-hwmcc15deep-oski15a10b06s-k24.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b8ca5d8d5418a16cfedf5b592127fbf5-mod4block_2vars_9gates_u2_autoenc.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
70a6ecc229f6664d3dc2419c6f2dfdd8-le450_25a.col.25.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2e425e75bd968a05ca267c87177ba592-slp-synthesis-aes-top21-sc2011.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
fc2b1549abd6cf48f3fd17c14163637c-ak032diagodiagoisc.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b2b66353112ec6d6e6088d0a9b7073d0-manol-pipe-f6bi.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c5ae0ec49de0959cd14431ce851c14f8-Circuit_multiplier22.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f1931c6a41a3cdac5a9c9cb806bf03ce-E03X18.cnf.xz,771.83,TIMEOUT,TIMEOUT,TIMEOUT
b01346439155f2e815fe3754eccdc76c-Timetable_C_392_E_50_Cl_26_S_28.cnf.xz,TIMEOUT,312.98,TIMEOUT,TIMEOUT
368f15ca6b2fb45bb3a02c7662981139-qg2-7.shuffled.cnf.xz,0.01,0.08,0.11,0
7853e2d2e64015f2aa08678e5c43a339-vlsat2_702_14170.cnf.xz,TIMEOUT,532.12,TIMEOUT,TIMEOUT
